O1;ASM;;;
186;1009;;;
231;391;;;
399;410;;;
466;647;;;
663;1007;;;
280;951;;;
339;1133;;;
258;474;;;
264;495;;;
329;590;;;
286;347;;;
740;608;;;
480;422;;;
321;930;;;
344;600;;;
442;430;;;
267;505;;;
709;975;;;
329;446;;;
391;900;;;
235;643;;;
861;793;;;
1166;581;;;
838;1026;;;
330;1887;;;
1048;1366;;;
186;416;;;
661;1188;;;
584;302;;;
542;667;;;
276;1704;;;
396;1156;;;
494;521;;;
1498;955;;;
1019;695;;;
146;2064;;;
349;1701;;;
786;379;;;
256;550;;;
290;1232;;;
829;514;;;
624;552;;;
456;1265;;;
306;1425;;;
298;608;;;
170;541;;;
202;480;;;
556;412;;;
165;458;;;
629;853;;;
872;383;;;
336;1148;;;
265;1267;;;
1140;1122;;;
799;402;;;
716;1062;;;
388;1255;;;
456;1186;;;
673;675;;;
245;476;;;
296;489;;;
460;703;;;
608;473;;;
368;497;;;
211;748;;;
600;730;;;
647;590;;;
596;687;;;
715;922;;;
385;715;;;
161;865;;;
301;712;;;
1206;395;;;
712;492;;;
243;2235;;;
289;863;;;
241;638;;;
341;422;;;
960;638;;;
505;513;;;
835;785;;;
719;754;;;
789;1100;;;
146;1490;;;
841;1204;;;
657;478;;;
1064;1123;;;
1030;391;;;
298;1500;;;
300;1141;;;
186;608;;;
292;798;;;
831;363;;;
736;430;;;
539;625;;;
413;967;;;
316;817;;;
493;480;;;
442;598;;;
292;883;;;
393;623;;;
1179;953;;;
261;721;;;
825;1445;;;
173;385;;;
223;1003;;;
726;705;;;
424;351;;;
191;659;;;
417;487;;;
539;389;;;
742;788;;;
397;795;;;
446;1155;;;
1060;391;;;
1417;432;;;
574;948;;;
438;1259;;;
569;528;;;
361;975;;;
566;663;;;
590;497;;;
619;565;;;
665;1012;;;
639;817;;;
497;872;;;
698;1210;;;
593;636;;;
641;957;;;
689;841;;;
746;944;;;
349;845;;;
236;908;;;
875;527;;;
190;644;;;
781;793;;;
502;592;;;
605;853;;;
596;924;;;
529;464;;;
215;1133;;;
146;716;;;
765;476;;;
574;387;;;
825;1066;;;
209;588;;;
314;572;;;
977;367;;;
797;535;;;
288;1174;;;
147;822;;;
213;648;;;
884;431;;;
359;399;;;
624;720;;;
450;677;;;
472;876;;;
227;997;;;
414;500;;;
414;637;;;
584;541;;;
389;442;;;
543;1162;;;
1251;718;;;
348;715;;;
1140;1733;;;
623;371;;;
709;906;;;
495;769;;;
778;746;;;
1060;873;;;
829;990;;;
1050;1358;;;
207;1218;;;
404;1703;;;
193;298;;;
742;590;;;
262;320;;;
207;548;;;
531;525;;;
292;391;;;
572;517;;;
197;438;;;
194;643;;;
253;410;;;
821;386;;;
731;420;;;
864;1092;;;
1127;764;;;
521;920;;;
527;1160;;;
1006;694;;;
559;805;;;
840;1620;;;
726;850;;;
702;1168;;;
802;839;;;
170;925;;;
494;955;;;
233;320;;;
547;827;;;
371;402;;;
688;547;;;
513;509;;;
825;853;;;
663;736;;;
316;879;;;
178;590;;;
504;702;;;
886;320;;;
521;888;;;
789;1101;;;
434;837;;;
395;983;;;
373;462;;;
464;692;;;
476;640;;;
1003;612;;;
500;1095;;;
1186;620;;;
412;653;;;
1295;1370;;;
1192;782;;;
389;1907;;;
886;1194;;;
843;1083;;;
173;772;;;
576;908;;;
761;387;;;
493;837;;;
705;748;;;
183;631;;;
269;979;;;
1101;533;;;
537;428;;;
414;785;;;
347;683;;;
1073;778;;;
707;405;;;
572;1567;;;
491;691;;;
178;577;;;
917;845;;;
146;393;;;
811;910;;;
889;345;;;
235;975;;;
1182;1168;;;
630;404;;;
821;1429;;;
1389;710;;;
495;902;;;
4390;1429;;;
2471;578;;;
615;888;;;
347;1135;;;
330;450;;;
442;697;;;
179;754;;;
134;474;;;
572;300;;;
1157;251;;;
1545;611;;;
866;1272;;;
371;1780;;;
1003;856;;;
154;655;;;
489;1099;;;
272;464;;;
261;647;;;
727;632;;;
792;412;;;
420;804;;;
543;1265;;;
647;608;;;
478;860;;;
201;1062;;;
185;411;;;
383;407;;;
130;430;;;
819;604;;;
417;367;;;
371;948;;;
505;561;;;
647;525;;;
734;594;;;
474;1413;;;
314;1217;;;
533;610;;;
154;553;;;
424;478;;;
202;250;;;
782;782;;;
418;446;;;
770;1066;;;
199;638;;;
499;448;;;
505;488;;;
186;1133;;;
265;667;;;
811;473;;;
604;713;;;
198;1311;;;
995;1068;;;
482;438;;;
452;1893;;;
940;781;;;
561;807;;;
902;1695;;;
725;957;;;
355;884;;;
328;837;;;
539;967;;;
687;573;;;
265;917;;;
874;1431;;;
615;734;;;
600;1121;;;
612;883;;;
375;950;;;
233;920;;;
217;742;;;
400;454;;;
707;440;;;
1373;932;;;
152;1222;;;
797;2146;;;
164;306;;;
665;2028;;;
426;505;;;
304;387;;;
367;1125;;;
225;632;;;
391;501;;;
882;517;;;
1469;504;;;
1319;1099;;;
302;1857;;;
264;1652;;;
302;547;;;
833;640;;;
349;535;;;
471;2617;;;
233;537;;;
393;773;;;
644;568;;;
175;675;;;
245;1145;;;
168;663;;;
341;610;;;
1521;466;;;
734;482;;;
439;1287;;;
807;967;;;
227;592;;;
371;888;;;
671;730;;;
167;720;;;
404;893;;;
529;320;;;
266;726;;;
342;716;;;
470;515;;;
716;768;;;
591;845;;;
140;770;;;
811;1175;;;
460;335;;;
910;1320;;;
720;628;;;
367;1620;;;
756;625;;;
861;730;;;
726;939;;;
352;1125;;;
191;1291;;;
505;541;;;
500;406;;;
505;913;;;
191;790;;;
1032;835;;;
481;494;;;
306;1543;;;
1150;833;;;
503;515;;;
869;1429;;;
864;1133;;;
600;1279;;;
876;695;;;
823;963;;;
1013;1611;;;
338;805;;;
189;1113;;;
961;533;;;
981;474;;;
755;1047;;;
477;1310;;;
1150;1123;;;
375;677;;;
282;1202;;;
430;565;;;
333;513;;;
788;428;;;
586;861;;;
677;1632;;;
276;440;;;
1168;1146;;;
1042;930;;;
460;1437;;;
195;1283;;;
373;1159;;;
198;458;;;
371;603;;;
869;300;;;
1192;369;;;
428;1297;;;
140;1164;;;
468;855;;;
586;438;;;
255;648;;;
295;1133;;;
576;679;;;
446;553;;;
271;1303;;;
488;663;;;
616;802;;;
302;581;;;
360;618;;;
460;568;;;
513;555;;;
1135;683;;;
1364;679;;;
164;1184;;;
184;1177;;;
166;460;;;
316;285;;;
375;417;;;
482;440;;;
424;795;;;
242;698;;;
164;480;;;
294;837;;;
651;304;;;
494;628;;;
207;777;;;
401;602;;;
849;480;;;
190;718;;;
272;1090;;;
789;300;;;
677;312;;;
285;1098;;;
707;1002;;;
878;306;;;
1046;1234;;;
235;1279;;;
187;1877;;;
610;703;;;
476;578;;;
287;936;;;
195;963;;;
464;740;;;
418;450;;;
886;888;;;
356;967;;;
162;876;;;
379;653;;;
259;300;;;
184;771;;;
482;695;;;
442;507;;;
260;758;;;
655;1210;;;
164;995;;;
586;1545;;;
987;450;;;
209;864;;;
407;1245;;;
326;399;;;
603;920;;;
320;785;;;
258;697;;;
308;377;;;
377;896;;;
274;300;;;
1200;950;;;
752;568;;;
221;1334;;;
377;1088;;;
846;440;;;
320;537;;;
141;1993;;;
952;468;;;
148;335;;;
632;1307;;;
387;480;;;
223;1038;;;
570;833;;;
665;438;;;
182;813;;;
288;890;;;
172;395;;;
314;486;;;
331;312;;;
195;566;;;
186;655;;;
546;497;;;
493;442;;;
260;774;;;
177;775;;;
162;799;;;
969;430;;;
375;590;;;
696;1492;;;
270;778;;;
634;752;;;
361;523;;;
180;839;;;
519;573;;;
401;272;;;
406;864;;;
174;730;;;
511;619;;;
474;573;;;
156;805;;;
383;813;;;
351;497;;;
395;549;;;
178;542;;;
362;659;;;
537;515;;;
432;862;;;
490;1028;;;
397;983;;;
164;1133;;;
298;781;;;
148;513;;;
367;423;;;
669;405;;;
336;639;;;
355;852;;;
629;495;;;
209;746;;;
487;943;;;
786;679;;;
377;1365;;;
701;1405;;;
294;602;;;
140;1080;;;
507;732;;;
284;302;;;
259;740;;;
541;456;;;
489;655;;;
345;665;;;
263;746;;;
993;1188;;;
338;505;;;
546;2100;;;
288;575;;;
549;896;;;
300;322;;;
326;1317;;;
1088;742;;;
271;698;;;
274;1058;;;
192;521;;;
367;855;;;
393;442;;;
193;904;;;
209;1056;;;
296;527;;;
511;525;;;
1078;635;;;
624;855;;;
613;2216;;;
442;1453;;;
188;1005;;;
880;672;;;
287;477;;;
172;1608;;;
515;790;;;
351;359;;;
442;875;;;
840;955;;;
1176;487;;;
177;1364;;;
150;1942;;;
742;320;;;
306;351;;;
201;883;;;
161;553;;;
264;472;;;
234;314;;;
389;869;;;
176;373;;;
158;754;;;
140;377;;;
397;608;;;
265;320;;;
876;638;;;
383;750;;;
322;1377;;;
221;806;;;
487;600;;;
716;553;;;
160;1247;;;
469;1109;;;
146;395;;;
288;1190;;;
352;373;;;
559;582;;;
296;886;;;
189;948;;;
393;1128;;;
669;448;;;
221;623;;;
683;1165;;;
166;766;;;
187;975;;;
190;361;;;
393;320;;;
347;675;;;
268;683;;;
323;823;;;
197;652;;;
154;1003;;;
231;419;;;
267;310;;;
936;300;;;
159;965;;;
594;865;;;
207;308;;;
736;750;;;
237;434;;;
846;864;;;
144;667;;;
261;1054;;;
164;444;;;
164;833;;;
341;434;;;
450;314;;;
243;720;;;
180;1188;;;
324;348;;;
793;403;;;
719;576;;;
176;541;;;
452;592;;;
158;428;;;
431;551;;;
700;270;;;
169;1741;;;
918;1482;;;
487;541;;;
278;1729;;;
420;1050;;;
1006;622;;;
748;655;;;
291;1595;;;
872;706;;;
288;379;;;
229;1773;;;
190;519;;;
432;740;;;
192;467;;;
174;845;;;
164;456;;;
248;320;;;
202;535;;;
355;576;;;
517;578;;;
318;359;;;
179;813;;;
391;857;;;
142;456;;;
255;765;;;
653;275;;;
551;612;;;
252;999;;;
687;850;;;
390;1036;;;
176;823;;;
193;926;;;
155;290;;;
531;360;;;
221;308;;;
667;935;;;
762;429;;;
584;2033;;;
681;855;;;
200;920;;;
346;943;;;
174;588;;;
736;691;;;
574;478;;;
1036;760;;;
158;715;;;
369;1117;;;
588;316;;;
312;610;;;
282;1097;;;
699;616;;;
152;987;;;
306;841;;;
288;506;;;
261;750;;;
255;705;;;
227;483;;;
738;938;;;
461;475;;;
355;996;;;
1125;1296;;;
312;580;;;
154;2171;;;
225;553;;;
393;347;;;
349;419;;;
665;823;;;
624;654;;;
184;1060;;;
913;1170;;;
308;667;;;
180;1139;;;
385;920;;;
168;701;;;
409;896;;;
270;484;;;
394;979;;;
326;728;;;
166;1030;;;
127;620;;;
174;308;;;
401;289;;;
180;386;;;
257;644;;;
476;440;;;
409;742;;;
646;667;;;
201;515;;;
123;1425;;;
619;398;;;
438;423;;;
216;1288;;;
196;789;;;
300;488;;;
167;371;;;
594;807;;;
178;430;;;
680;1247;;;
439;481;;;
223;1180;;;
243;975;;;
256;648;;;
389;525;;;
389;825;;;
547;876;;;
294;825;;;
509;1532;;;
861;810;;;
649;927;;;
494;1421;;;
487;1163;;;
325;752;;;
154;732;;;
340;574;;;
862;324;;;
587;581;;;
375;1260;;;
325;1212;;;
381;857;;;
213;444;;;
314;752;;;
1024;515;;;
219;345;;;
378;2187;;;
332;482;;;
275;737;;;
179;732;;;
322;695;;;
363;485;;;
241;963;;;
513;977;;;
363;502;;;
401;598;;;
186;863;;;
242;858;;;
458;409;;;
346;278;;;
229;918;;;
181;1078;;;
405;827;;;
156;415;;;
139;829;;;
280;318;;;
513;257;;;
736;474;;;
185;886;;;
263;892;;;
192;318;;;
332;945;;;
502;427;;;
287;711;;;
146;878;;;
241;574;;;
401;302;;;
409;559;;;
158;1006;;;
586;1010;;;
788;280;;;
178;612;;;
126;1026;;;
303;355;;;
258;273;;;
160;868;;;
835;543;;;
164;312;;;
415;1044;;;
244;535;;;
223;817;;;
448;600;;;
142;673;;;
407;855;;;
304;418;;;
168;711;;;
339;803;;;
260;400;;;
406;810;;;
330;730;;;
288;731;;;
582;514;;;
200;715;;;
207;1683;;;
460;580;;;
648;439;;;
413;1069;;;
310;1208;;;
176;1050;;;
531;882;;;
590;623;;;
282;1279;;;
291;1003;;;
150;541;;;
156;1006;;;
624;369;;;
371;450;;;
213;1127;;;
304;588;;;
383;553;;;
381;572;;;
215;740;;;
742;1139;;;
181;405;;;
162;1093;;;
328;359;;;
608;442;;;
273;600;;;
600;1105;;;
179;860;;;
154;1121;;;
190;627;;;
318;355;;;
154;667;;;
288;945;;;
948;310;;;
248;714;;;
580;1931;;;
657;712;;;
233;1189;;;
233;910;;;
251;521;;;
231;841;;;
298;592;;;
231;541;;;
829;325;;;
1446;657;;;
312;1173;;;
223;1690;;;
283;713;;;
217;406;;;
182;415;;;
359;592;;;
513;493;;;
170;983;;;
324;1127;;;
727;529;;;
298;937;;;
521;1340;;;
243;1082;;;
438;833;;;
551;659;;;
154;572;;;
405;1011;;;
410;440;;;
379;1054;;;
209;1042;;;
502;640;;;
247;523;;;
178;694;;;
415;622;;;
767;351;;;
172;959;;;
160;919;;;
241;355;;;
170;308;;;
671;521;;;
604;542;;;
166;1006;;;
158;957;;;
275;337;;;
154;396;;;
160;675;;;
543;413;;;
764;316;;;
507;1058;;;
460;1297;;;
276;1115;;;
162;667;;;
197;829;;;
257;425;;;
232;515;;;
550;655;;;
195;438;;;
693;1348;;;
175;489;;;
572;1577;;;
718;390;;;
229;1340;;;
185;1413;;;
219;414;;;
806;460;;;
316;462;;;
365;1194;;;
367;872;;;
436;428;;;
187;683;;;
539;1058;;;
164;527;;;
882;1368;;;
128;509;;;
344;1956;;;
471;294;;;
540;947;;;
142;1048;;;
361;1468;;;
233;308;;;
744;501;;;
264;513;;;
178;1202;;;
333;913;;;
669;300;;;
172;906;;;
363;1500;;;
328;620;;;
177;940;;;
386;959;;;
294;422;;;
209;994;;;
535;505;;;
146;541;;;
144;1077;;;
523;335;;;
420;555;;;
352;1111;;;
298;750;;;
302;501;;;
338;410;;;
219;910;;;
225;562;;;
255;375;;;
419;621;;;
379;533;;;
182;580;;;
236;870;;;
410;610;;;
175;690;;;
136;580;;;
221;408;;;
312;282;;;
328;616;;;
233;675;;;
178;835;;;
257;608;;;
279;472;;;
458;598;;;
606;417;;;
488;1302;;;
296;1241;;;
556;1192;;;
250;853;;;
180;1106;;;
162;687;;;
176;486;;;
146;298;;;
241;454;;;
327;558;;;
191;920;;;
229;440;;;
361;700;;;
160;447;;;
286;1255;;;
181;316;;;
308;584;;;
639;513;;;
736;561;;;
314;1342;;;
278;1380;;;
349;750;;;
565;742;;;
264;1070;;;
228;1540;;;
160;856;;;
227;552;;;
156;340;;;
193;572;;;
217;420;;;
251;388;;;
294;725;;;
146;550;;;
251;600;;;
310;405;;;
814;908;;;
290;778;;;
162;1680;;;
271;452;;;
472;292;;;
211;400;;;
152;1165;;;
334;656;;;
338;405;;;
162;639;;;
523;490;;;
180;316;;;
202;944;;;
225;454;;;
203;498;;;
205;782;;;
480;590;;;
157;556;;;
174;817;;;
168;394;;;
197;650;;;
170;416;;;
182;484;;;
160;478;;;
183;478;;;
719;391;;;
287;375;;;
383;819;;;
561;655;;;
349;857;;;
181;1170;;;
156;810;;;
356;628;;;
760;337;;;
623;833;;;
199;1243;;;
894;1403;;;
152;513;;;
289;1484;;;
154;420;;;
328;770;;;
359;544;;;
270;482;;;
600;735;;;
280;695;;;
371;2025;;;
;975;;;
;742;;;
